a	/a/
acomodamos	/akomoðamos/
acomodan	/akomoðan/
acomodando	/akomoðando/
acomodar	/akomoðaɾ/
acomodaré	/akomoðaˈɾe/
acomodaremos	/akomoðaɾemos/
acomodarlo	/akomoðaɾlo/
acomodarlos	/akomoðaɾlos/
acomodarme	/akomoðaɾme/
acomodarnos	/akomoðaɾnos/
acomodarse	/akomoðaɾse/
acomodarte	/akomoðaɾte/
acomodas	/akomoðas/
acomodé	/akomoˈðe/
acomode	/akomoðe/
acomoden	/akomoðen/
acomodes	/akomoðes/
acomodó	/akomoˈðo/
acomodo	/akomoðo/
acompaña	/akompaɲa/
acompañaba	/akompaɲaβa/
acompañaban	/akompaɲaβan/
acompañada	/akompaɲaða/
acompañadas	/akompaɲaðas/
acompañado	/akompaɲaðo/
acompañados	/akompaɲaðos/
acompañamiento	/akompaɲamjento/
acompañamos	/akompaɲamos/
acompañan	/akompaɲan/
acompañando	/akompaɲando/
acompañándome	/akompaˈɲandome/
acompañante	/akompaɲante/
acompañantes	/akompaɲantes/
acompañar	/akompaɲaɾ/
acompañará	/akompaɲaˈɾa/
acompañara	/akompaɲaɾa/
acompañarán	/akompaɲaˈɾan/
acompañaran	/akompaɲaɾan/
acompañarás	/akompaɲaˈɾas/
acompañaras	/akompaɲaɾas/
acompañaré	/akompaɲaˈɾe/
acompañare	/akompaɲaɾe/
acompañaremos	/akompaɲaɾemos/
acompañaría	/akompaɲaˈɾia/
acompañarías	/akompaɲaˈɾias/
acompañarla	/akompaɲaɾla/
acompañarlas	/akompaɲaɾlas/
acompañarle	/akompaɲaɾle/
acompañarles	/akompaɲaɾles/
acompañarlo	/akompaɲaɾlo/
acompañarlos	/akompaɲaɾlos/
acompañarme	/akompaɲaɾme/
acompañarnos	/akompaɲaɾnos/
acompañaron	/akompaɲaɾon/
acompañaros	/akompaɲaɾos/
acompañarte	/akompaɲaɾte/
acompañas	/akompaɲas/
acompañase	/akompaɲase/
acompañaste	/akompaɲaste/
acompañé	/akompaˈɲe/
acompañe	/akompaɲe/
acompañemos	/akompaɲemos/
acompañen	/akompaɲen/
acompañes	/akompaɲes/
acompañó	/akompaˈɲo/
acompaño	/akompaɲo/
acomplejado	/akomplexaðo/
acondicionado	/akondiθjonaðo/
acondicionador	/akondiθjonaðoɾ/
acondicionados	/akondiθjonaðos/
acondicionamiento	/akondiθjonamjento/
acongojado	/akoŋgoxaðo/
acónito	/aˈkonito/
aconseja	/akonsexa/
aconsejaba	/akonsexaβa/
aconsejable	/akonsexaβle/
aconsejado	/akonsexaðo/
aconsejamos	/akonsexamos/
aconsejan	/akonsexan/
aconsejando	/akonsexando/
aconsejar	/akonsexaɾ/
aconsejará	/akonsexaˈɾa/
aconsejara	/akonsexaɾa/
aconsejaré	/akonsexaˈɾe/
aconsejaría	/akonsexaˈɾia/
aconsejarle	/akonsexaɾle/
aconsejarme	/akonsexaɾme/
aconsejaron	/akonsexaɾon/
aconsejarte	/akonsexaɾte/
aconsejas	/akonsexas/
aconsejaste	/akonsexaste/
aconsejé	/akonseˈxe/
aconseje	/akonsexe/
aconsejes	/akonsexes/
aconsejó	/akonseˈxo/
aconsejo	/akonsexo/
acontece	/akonteθe/
acontecer	/akonteθeɾ/
acontecido	/akonteθiðo/
aconteciendo	/akonteθjendo/
acontecimiento	/akonteθimjento/
acontecimientos	/akonteθimjentos/
aconteció	/akonteˈθjo/
acopio	/akopjo/
acoplado	/akoplaðo/
acoplamiento	/akoplamjento/
acoplamientos	/akoplamjentos/
acoplar	/akoplaɾ/
acoplarse	/akoplaɾse/
acople	/akople/
acorazada	/akoɾaθaða/
acorazadas	/akoɾaθaðas/
acorazado	/akoɾaθaðo/
acorazados	/akoɾaθaðos/
acordaba	/akoɾðaβa/
acordabas	/akoɾðaβas/
acordada	/akoɾðaða/
acordado	/akoɾðaðo/
acordados	/akoɾðaðos/
acordáis	/akoˈɾðais/
acordamos	/akoɾðamos/
acordando	/akoɾðando/
acordar	/akoɾðaɾ/
acordará	/akoɾðaˈɾa/
acordara	/akoɾðaɾa/
acordarán	/akoɾðaˈɾan/
acordarás	/akoɾðaˈɾas/
acordaras	/akoɾðaɾas/
acordaré	/akoɾðaˈɾe/
acordaremos	/akoɾðaɾemos/
acordaría	/akoɾðaˈɾia/
acordarías	/akoɾðaˈɾias/
acordarme	/akoɾðaɾme/
acordaron	/akoɾðaɾon/
acordarse	/akoɾðaɾse/
acordarte	/akoɾðaɾte/
acordaste	/akoɾðaste/
acordé	/akoˈɾðe/
acorde	/akoɾðe/
acordemos	/akoɾðemos/
acordeón	/akoɾðeˈon/
acordeonista	/akoɾðeonista/
acordes	/akoɾðes/
acordó	/akoˈɾðo/
acordonada	/akoɾðonaða/
acordonado	/akoɾðonaðo/
acordonar	/akoɾðonaɾ/
acordonen	/akoɾðonen/
acorrala	/akorala/
acorralada	/akoralaða/
acorralado	/akoralaðo/
acorralados	/akoralaðos/
acorralamos	/akoralamos/
acorralan	/akoralan/
acorralando	/akoralando/
acorralar	/akoralaɾ/
acorralaron	/akoralaɾon/
acorraló	/akoraˈlo/
acorta	/akoɾta/
acortado	/akoɾtaðo/
acortan	/akoɾtan/
acortando	/akoɾtando/
acortar	/akoɾtaɾ/
acortó	/akoˈɾto/
acosa	/akosa/
acosaba	/akosaβa/
acosaban	/akosaβan/
acosada	/akosaða/
acosado	/akosaðo/
acosador	/akosaðoɾ/
acosadora	/akosaðoɾa/
acosadores	/akosaðoɾes/
acosados	/akosaðos/
acosan	/akosan/
acosando	/akosando/
acosándola	/akoˈsandola/
acosándome	/akoˈsandome/
acosándote	/akoˈsandote/
acosar	/akosaɾ/
acosarla	/akosaɾla/
acosarlo	/akosaɾlo/
acosarme	/akosaɾme/
acosaron	/akosaɾon/
acosarte	/akosaɾte/
acosas	/akosas/
acosaste	/akosaste/
acosé	/akoˈse/
acose	/akose/
acosen	/akosen/
acoses	/akoses/
acosó	/akoˈso/
acoso	/akoso/
acostaba	/akostaβa/
acostábamos	/akoˈstaβamos/
acostaban	/akostaβan/
acostabas	/akostaβas/
acostada	/akostaða/
acostadas	/akostaðas/
acostado	/akostaðo/
acostados	/akostaðos/
acostamos	/akostamos/
acostando	/akostando/
acostándome	/akoˈstandome/
acostándonos	/akoˈstandonos/
acostándose	/akoˈstandose/
acostándote	/akoˈstandote/
acostar	/akostaɾ/
acostará	/akostaˈɾa/
acostara	/akostaɾa/
acostarás	/akostaˈɾas/
acostaras	/akostaɾas/
acostaré	/akostaˈɾe/
acostaremos	/akostaɾemos/
acostaría	/akostaˈɾia/
acostarías	/akostaˈɾias/
acostarla	/akostaɾla/
acostarlo	/akostaɾlo/
acostarme	/akostaɾme/
acostarnos	/akostaɾnos/
acostaron	/akostaɾon/
acostaros	/akostaɾos/
acostarse	/akostaɾse/
acostarte	/akostaɾte/
acostaste	/akostaste/
acosté	/akoˈste/
acostemos	/akostemos/
acostó	/akoˈsto/
acostumbra	/akostumbɾa/
acostumbraba	/akostumbɾaβa/
acostumbrábamos	/akostuˈmbɾaβamos/
acostumbraban	/akostumbɾaβan/
acostumbrabas	/akostumbɾaβas/
acostumbrada	/akostumbɾaða/
acostumbradas	/akostumbɾaðas/
acostumbrado	/akostumbɾaðo/
acostumbrados	/akostumbɾaðos/
acostumbramos	/akostumbɾamos/
acostumbran	/akostumbɾan/
acostumbrando	/akostumbɾando/
acostumbrándome	/akostuˈmbɾandome/
acostumbrándote	/akostuˈmbɾandote/
acostumbrar	/akostumbɾaɾ/
acostumbrará	/akostumbɾaˈɾa/
acostumbrarán	/akostumbɾaˈɾan/
acostumbrarás	/akostumbɾaˈɾas/
acostumbraras	/akostumbɾaɾas/
acostumbraré	/akostumbɾaˈɾe/
acostumbraremos	/akostumbɾaɾemos/
acostumbraría	/akostumbɾaˈɾia/
acostumbrarme	/akostumbɾaɾme/
acostumbrarnos	/akostumbɾaɾnos/
acostumbraron	/akostumbɾaɾon/
acostumbrarse	/akostumbɾaɾse/
acostumbrarte	/akostumbɾaɾte/
acostumbras	/akostumbɾas/
acostumbraste	/akostumbɾaste/
acostumbré	/akostuˈmbɾe/
acostumbre	/akostumbɾe/
acostumbren	/akostumbɾen/
acostumbres	/akostumbɾes/
acostumbró	/akostuˈmbɾo/
acostumbro	/akostumbɾo/
acotar	/akotaɾ/
acre	/akɾe/
acredita	/akɾeðita/
acreditada	/akɾeðitaða/
acreditado	/akɾeðitaðo/
acreedor	/akɾeeðoɾ/
acreedores	/akɾeeðoɾes/
acres	/akɾes/
acribillado	/akɾiβiʎaðo/
acribillados	/akɾiβiʎaðos/
acrílico	/aˈkɾiliko/
acrobacia	/akɾoβaθja/
acrobacias	/akɾoβaθjas/
acróbata	/aˈkɾoβata/
acróbatas	/aˈkɾoβatas/
acrobático	/akɾoˈβatiko/
acrónimo	/aˈkɾonimo/
acrópolis	/aˈkɾopolis/
acta	/akta/
actas	/aktas/
actitud	/aktituð/
actitudes	/aktituðes/
activa	/aktiβa/
activación	/aktiβaˈθjon/
activada	/aktiβaða/
activadas	/aktiβaðas/
activado	/aktiβaðo/
activados	/aktiβaðos/
activamente	/aktiβamente/
activamos	/aktiβamos/
activan	/aktiβan/
activando	/aktiβando/
activar	/aktiβaɾ/
activará	/aktiβaˈɾa/
activara	/aktiβaɾa/
activarán	/aktiβaˈɾan/
activaré	/aktiβaˈɾe/
activaría	/aktiβaˈɾia/
activarla	/aktiβaɾla/
activarlo	/aktiβaɾlo/
activaron	/aktiβaɾon/
activarse	/aktiβaɾse/
activas	/aktiβas/
activaste	/aktiβaste/
activé	/aktiˈβe/
active	/aktiβe/
activen	/aktiβen/
actividad	/aktiβiðað/
actividades	/aktiβiðaðes/
activista	/aktiβista/
activistas	/aktiβistas/
activó	/aktiˈβo/
activo	/aktiβo/
activos	/aktiβos/
acto	/akto/
actor	/aktoɾ/
actores	/aktoɾes/
actos	/aktos/
actrices	/aktɾiθes/
actriz	/aktɾiθ/
actúa	/aˈktua/
actuaba	/aktwaβa/
actuábamos	/aˈktwaβamos/
actuaban	/aktwaβan/
actuabas	/aktwaβas/
actuación	/aktwaˈθjon/
actuaciones	/aktwaθjones/
actuad	/aktwað/
actuado	/aktwaðo/
actuáis	/aˈktwais/
actual	/aktwal/
actuales	/aktwales/
actualicé	/aktwaliˈθe/
actualice	/aktwaliθe/
actualidad	/aktwaliðað/
actualiza	/aktwaliθa/
actualización	/aktwaliθaˈθjon/
actualizaciones	/aktwaliθaθjones/
actualizada	/aktwaliθaða/
actualizadas	/aktwaliθaðas/
actualizado	/aktwaliθaðo/
actualizados	/aktwaliθaðos/
actualizando	/aktwaliθando/
actualizar	/aktwaliθaɾ/
actualizarlo	/aktwaliθaɾlo/
actualizó	/aktwaliˈθo/
actualmente	/aktwalmente/
actuamos	/aktwamos/
actúan	/aˈktuan/
actuando	/aktwando/
actuar	/aktwaɾ/
actuará	/aktwaˈɾa/
actuara	/aktwaɾa/
actuarán	/aktwaˈɾan/
actuaran	/aktwaɾan/
actuarás	/aktwaˈɾas/
actuaras	/aktwaɾas/
actuaré	/aktwaˈɾe/
actuaremos	/aktwaɾemos/
actuaría	/aktwaˈɾia/
actuarías	/aktwaˈɾias/
actuario	/aktwaɾjo/
actuaron	/aktwaɾon/
actúas	/aˈktuas/
actuaste	/aktwaste/
actúe	/aˈktue/
actué	/aˈktwe/
actuemos	/aktwemos/
actúen	/aˈktuen/
actúes	/aˈktues/
actúo	/aˈktuo/
actuó	/aˈktwo/
acuarela	/akwaɾela/
acuarelas	/akwaɾelas/
acuario	/akwaɾjo/
acuarios	/akwaɾjos/
acuática	/aˈkwatika/
acuáticas	/aˈkwatikas/
acuático	/aˈkwatiko/
acuáticos	/aˈkwatikos/
acuchillada	/akutʃiʎaða/
acuchillado	/akutʃiʎaðo/
acuchillar	/akutʃiʎaɾ/
acuchillaron	/akutʃiʎaɾon/
acuchilló	/akutʃiˈʎo/
acuda	/akuða/
acudan	/akuðan/
acudas	/akuðas/
acude	/akuðe/
acuden	/akuðen/
acudes	/akuðes/
acudí	/akuˈði/
acudía	/akuˈðia/
acudían	/akuˈðian/
acudid	/akuðið/
acudido	/akuðiðo/
acudiendo	/akuðjendo/
acudiera	/akuðjeɾa/
acudieron	/akuðjeɾon/
acudimos	/akuðimos/
acudió	/akuˈðjo/
acudir	/akuðiɾ/
acudirá	/akuðiˈɾa/
acudirán	/akuðiˈɾan/
acudiré	/akuðiˈɾe/
acudiremos	/akuðiɾemos/
acudiría	/akuðiˈɾia/
acudiste	/akuðiste/
acudo	/akuðo/
acueducto	/akweðukto/
acueductos	/akweðuktos/
acuerda	/akweɾða/
acuerdan	/akweɾðan/
acuerdas	/akweɾðas/
acuerde	/akweɾðe/
acuerden	/akweɾðen/
acuerdes	/akweɾðes/
acuerdo	/akweɾðo/
acuerdos	/akweɾðos/
acuesta	/akwesta/
acuestan	/akwestan/
acuestas	/akwestas/
acueste	/akweste/
acuesten	/akwesten/
acuestes	/akwestes/
acuesto	/akwesto/
acuífero	/aˈkwifeɾo/
acumula	/akumula/
acumulaba	/akumulaβa/
acumulación	/akumulaˈθjon/
acumulada	/akumulaða/
acumuladas	/akumulaðas/
acumulado	/akumulaðo/
acumulador	/akumulaðoɾ/
acumulados	/akumulaðos/
acumulamos	/akumulamos/
acumulan	/akumulan/
acumulando	/akumulando/
acumulándose	/akumuˈlandose/
acumular	/akumulaɾ/
acumularon	/akumulaɾon/
acumularse	/akumulaɾse/
acumulativo	/akumulatiβo/
acumule	/akumule/
acumuló	/akumuˈlo/
acuña	/akuɲa/
acuñado	/akuɲaðo/
acuñar	/akuɲaɾ/
acuñó	/akuˈɲo/
acuosa	/akwosa/
acupuntura	/akupuntuɾa/
acurrucada	/akurukaða/
acurrucado	/akurukaðo/
acurrucados	/akurukaðos/
acurrucamos	/akurukamos/
acurrucarme	/akurukaɾme/
acurrucarnos	/akurukaɾnos/
acurrucarse	/akurukaɾse/
acurrucarte	/akurukaɾte/
acusa	/akusa/
acusaba	/akusaβa/
acusaban	/akusaβan/
acusación	/akusaˈθjon/
acusaciones	/akusaθjones/
acusada	/akusaða/
acusadas	/akusaðas/
acusado	/akusaðo/
acusador	/akusaðoɾ/
acusadora	/akusaðoɾa/
acusadores	/akusaðoɾes/
acusados	/akusaðos/
acusamos	/akusamos/
acusan	/akusan/
acusando	/akusando/
acusándolo	/akuˈsandolo/
acusándome	/akuˈsandome/
acusándote	/akuˈsandote/
acusar	/akusaɾ/
acusará	/akusaˈɾa/
acusara	/akusaɾa/
acusarán	/akusaˈɾan/
acusaran	/akusaɾan/
acusaré	/akusaˈɾe/
acusaremos	/akusaɾemos/
acusaría	/akusaˈɾia/
acusarían	/akusaˈɾian/
acusarla	/akusaɾla/
acusarle	/akusaɾle/
acusarlo	/akusaɾlo/
acusarlos	/akusaɾlos/
acusarme	/akusaɾme/
acusarnos	/akusaɾnos/
acusaron	/akusaɾon/
acusarte	/akusaɾte/
acusas	/akusas/
acusaste	/akusaste/
acusé	/akuˈse/
acuse	/akuse/
acusen	/akusen/
acuses	/akuses/
acusó	/akuˈso/
acuso	/akuso/
acústica	/aˈkustika/
acústicas	/aˈkustikas/
acústico	/aˈkustiko/
acústicos	/aˈkustikos/
Ada	/aða/
adagio	/aðaxjo/
adama	/aðama/
adán	/aˈðan/
adapta	/aðapta/
adaptabilidad	/aðaptaβiliðað/
adaptable	/aðaptaβle/
adaptables	/aðaptaβles/
adaptación	/aðaptaˈθjon/
adaptaciones	/aðaptaθjones/
adaptada	/aðaptaða/
adaptadas	/aðaptaðas/
adaptado	/aðaptaðo/
adaptador	/aðaptaðoɾ/
adaptados	/aðaptaðos/
adaptamos	/aðaptamos/
adaptan	/aðaptan/
adaptando	/aðaptando/
adaptándose	/aðaˈptandose/
adaptar	/aðaptaɾ/
adaptará	/aðaptaˈɾa/
adaptarán	/aðaptaˈɾan/
adaptaré	/aðaptaˈɾe/
adaptaremos	/aðaptaɾemos/
adaptarlo	/aðaptaɾlo/
adaptarme	/aðaptaɾme/
adaptarnos	/aðaptaɾnos/
adaptaron	/aðaptaɾon/
adaptarse	/aðaptaɾse/
adaptarte	/aðaptaɾte/
adaptas	/aðaptas/
adapté	/aðaˈpte/
adapte	/aðapte/
adapten	/aðapten/
adaptó	/aðaˈpto/
adapto	/aðapto/
adecuada	/aðekwaða/
adecuadamente	/aðekwaðamente/
adecuadas	/aðekwaðas/
adecuado	/aðekwaðo/
adecuados	/aðekwaðos/
adefesio	/aðefesjo/
adelanta	/aðelanta/
adelantada	/aðelantaða/
adelantadas	/aðelantaðas/
adelantado	/aðelantaðo/
adelantados	/aðelantaðos/
adelantamos	/aðelantamos/
adelantan	/aðelantan/
adelantando	/aðelantando/
adelantar	/aðelantaɾ/
adelantará	/aðelantaˈɾa/
adelantaré	/aðelantaˈɾe/
adelantaremos	/aðelantaɾemos/
adelantarlo	/aðelantaɾlo/
adelantarme	/aðelantaɾme/
adelantarnos	/aðelantaɾnos/
adelantaron	/aðelantaɾon/
adelantarse	/aðelantaɾse/
adelantarte	/aðelantaɾte/
adelantas	/aðelantas/
adelantaste	/aðelantaste/
adelanté	/aðelanˈte/
adelante	/aðelante/
adelantemos	/aðelantemos/
adelanten	/aðelanten/
adelantes	/aðelantes/
adelantó	/aðelanˈto/
adelanto	/aðelanto/
adelantos	/aðelantos/
adelgaza	/aðelgaθa/
adelgazado	/aðelgaθaðo/
adelgazamiento	/aðelgaθamjento/
adelgazando	/aðelgaθando/
adelgazar	/aðelgaθaɾ/
adelgazó	/aðelgaˈθo/
ademán	/aðeˈman/
ademanes	/aðemanes/
además	/aðeˈmas/
adentra	/aðentɾa/
adentrado	/aðentɾaðo/
adentramos	/aðentɾamos/
adentran	/aðentɾan/
adentrándose	/aðenˈtɾandose/
adentrarnos	/aðentɾaɾnos/
adentrarse	/aðentɾaɾse/
adentró	/aðenˈtɾo/
adentro	/aðentɾo/
adentros	/aðentɾos/
adepto	/aðepto/
adeptos	/aðeptos/
aderezo	/aðeɾeθo/
aderezos	/aðeɾeθos/
adherencia	/aðeɾenθja/
adherida	/aðeɾiða/
adherido	/aðeɾiðo/
adherirse	/aðeɾiɾse/
adhesión	/aðeˈsjon/
adhesiva	/aðesiβa/
adhesivas	/aðesiβas/
adhesivo	/aðesiβo/
adhesivos	/aðesiβos/
adhiere	/aðjeɾe/
adhieren	/aðjeɾen/
adicción	/aðiˈkθjon/
adicciones	/aðikθjones/
adición	/aðiˈθjon/
adicional	/aðiθjonal/
adicionales	/aðiθjonales/
adicionalmente	/aðiθjonalmente/
adiciones	/aðiθjones/
adicta	/aðikta/
adictas	/aðiktas/
adicto	/aðikto/
adictos	/aðiktos/
adiestrado	/aðjestɾaðo/
adiestrador	/aðjestɾaðoɾ/
adiestrados	/aðjestɾaðos/
adiestramiento	/aðjestɾamjento/
adiestrar	/aðjestɾaɾ/
adinerada	/aðineɾaða/
adineradas	/aðineɾaðas/
adinerado	/aðineɾaðo/
adinerados	/aðineɾaðos/
adiós	/aˈðjos/
aditivo	/aðitiβo/
aditivos	/aðitiβos/
adivina	/aðiβina/
adivinaba	/aðiβinaβa/
adivinación	/aðiβinaˈθjon/
adivinad	/aðiβinað/
adivinado	/aðiβinaðo/
adivinador	/aðiβinaðoɾ/
adivináis	/aðiβiˈnais/
adivinamos	/aðiβinamos/
adivinan	/aðiβinan/
adivinando	/aðiβinando/
adivinanza	/aðiβinanθa/
adivinanzas	/aðiβinanθas/
adivinar	/aðiβinaɾ/
adivinará	/aðiβinaˈɾa/
adivinarán	/aðiβinaˈɾan/
adivinarás	/aðiβinaˈɾas/
adivinaré	/aðiβinaˈɾe/
adivinaría	/aðiβinaˈɾia/
adivinarías	/aðiβinaˈɾias/
adivinarlo	/aðiβinaɾlo/
adivinaron	/aðiβinaɾon/
adivinas	/aðiβinas/
adivinaste	/aðiβinaste/
adiviné	/aðiβiˈne/
adivine	/aðiβine/
adivinen	/aðiβinen/
adivines	/aðiβines/
adivinó	/aðiβiˈno/
adivino	/aðiβino/
adivinos	/aðiβinos/
adjetivo	/aðxetiβo/
adjetivos	/aðxetiβos/
adjudicación	/aðxuðikaˈθjon/
adjudicado	/aðxuðikaðo/
adjudicar	/aðxuðikaɾ/
adjudicó	/aðxuðiˈko/
adjunta	/aðxunta/
adjuntar	/aðxuntaɾ/
adjunto	/aðxunto/
adjuntos	/aðxuntos/
administra	/aðministɾa/
administraba	/aðministɾaβa/
administración	/aðministɾaˈθjon/
administraciones	/aðministɾaθjones/
administrada	/aðministɾaða/
administrado	/aðministɾaðo/
administrador	/aðministɾaðoɾ/
administradora	/aðministɾaðoɾa/
administradores	/aðministɾaðoɾes/
administrados	/aðministɾaðos/
administramos	/aðministɾamos/
administran	/aðministɾan/
administrando	/aðministɾando/
administrar	/aðministɾaɾ/
administrará	/aðministɾaˈɾa/
administraré	/aðministɾaˈɾe/
administrarle	/aðministɾaɾle/
administrarlo	/aðministɾaɾlo/
administraron	/aðministɾaɾon/
administras	/aðministɾas/
administrativa	/aðministɾatiβa/
administrativas	/aðministɾatiβas/
administrativo	/aðministɾatiβo/
administrativos	/aðministɾatiβos/
administré	/aðminiˈstɾe/
administre	/aðministɾe/
administró	/aðminiˈstɾo/
administro	/aðministɾo/
admira	/aðmiɾa/
admiraba	/aðmiɾaβa/
admirábamos	/aðmiˈɾaβamos/
admiraban	/aðmiɾaβan/
admirabas	/aðmiɾaβas/
admirable	/aðmiɾaβle/
admirablemente	/aðmiɾaβlemente/
admirables	/aðmiɾaβles/
admiración	/aðmiɾaˈθjon/
admirada	/aðmiɾaða/
admirado	/aðmiɾaðo/
admirador	/aðmiɾaðoɾ/
admiradora	/aðmiɾaðoɾa/
admiradoras	/aðmiɾaðoɾas/
admiradores	/aðmiɾaðoɾes/
admiramos	/aðmiɾamos/
admiran	/aðmiɾan/
admirando	/aðmiɾando/
admirar	/aðmiɾaɾ/
admirarla	/aðmiɾaɾla/
admirarlo	/aðmiɾaɾlo/
admirarte	/aðmiɾaɾte/
admiras	/aðmiɾas/
admiré	/aðmiˈɾe/
admire	/aðmiɾe/
admiren	/aðmiɾen/
admiró	/aðmiˈɾo/
admiro	/aðmiɾo/
admisible	/aðmisiβle/
admisibles	/aðmisiβles/
admisión	/aðmiˈsjon/
admisiones	/aðmisjones/
admita	/aðmita/
admitamos	/aðmitamos/
admitan	/aðmitan/
admitas	/aðmitas/
admite	/aðmite/
admiten	/aðmiten/
admites	/aðmites/
admití	/aðmiˈti/
admitía	/aðmiˈtia/
admitida	/aðmitiða/
admitido	/aðmitiðo/
admitidos	/aðmitiðos/
admitiendo	/aðmitjendo/
admitiera	/aðmitjeɾa/
admitieran	/aðmitjeɾan/
admitieras	/aðmitjeɾas/
admitieron	/aðmitjeɾon/
admitimos	/aðmitimos/
admitió	/aðmiˈtjo/
admitir	/aðmitiɾ/
admitirá	/aðmitiˈɾa/
admitirán	/aðmitiˈɾan/
admitirás	/aðmitiˈɾas/
admitiré	/aðmitiˈɾe/
admitiría	/aðmitiˈɾia/
admitirían	/aðmitiˈɾian/
admitirías	/aðmitiˈɾias/
admitirla	/aðmitiɾla/
admitirlo	/aðmitiɾlo/
admitirte	/aðmitiɾte/
admitiste	/aðmitiste/
admito	/aðmito/
adobe	/aðoβe/
adobo	/aðoβo/
adoctrinamiento	/aðoktɾinamjento/
adolecente	/aðoleθente/
adolecentes	/aðoleθentes/
adolescencia	/aðolesθenθja/
adolescente	/aðolesθente/
adolescentes	/aðolesθentes/
adonde	/aðonde/
adondequiera	/aðondekjeɾa/
adonis	/aðonis/
adopción	/aðoˈpθjon/
adopciones	/aðopθjones/
adopta	/aðopta/
adoptada	/aðoptaða/
adoptadas	/aðoptaðas/
adoptado	/aðoptaðo/
adoptados	/aðoptaðos/
adoptamos	/aðoptamos/
adoptan	/aðoptan/
adoptando	/aðoptando/
adoptar	/aðoptaɾ/
adoptará	/aðoptaˈɾa/
adoptara	/aðoptaɾa/
adoptaré	/aðoptaˈɾe/
adoptaremos	/aðoptaɾemos/
adoptarla	/aðoptaɾla/
adoptarlo	/aðoptaɾlo/
adoptarme	/aðoptaɾme/
adoptaron	/aðoptaɾon/
adoptarte	/aðoptaɾte/
adoptas	/aðoptas/
adoptaste	/aðoptaste/
adopté	/aðoˈpte/
adopte	/aðopte/
adoptemos	/aðoptemos/
adopten	/aðopten/
adoptes	/aðoptes/
adoptiva	/aðoptiβa/
adoptivas	/aðoptiβas/
adoptivo	/aðoptiβo/
adoptivos	/aðoptiβos/
adoptó	/aðoˈpto/
adopto	/aðopto/
adoquines	/aðokines/
adora	/aðoɾa/
adoraba	/aðoɾaβa/
adorábamos	/aðoˈɾaβamos/
adoraban	/aðoɾaβan/
adorabas	/aðoɾaβas/
adorable	/aðoɾaβle/
adorables	/aðoɾaβles/
adoración	/aðoɾaˈθjon/
adorada	/aðoɾaða/
adorado	/aðoɾaðo/
adorador	/aðoɾaðoɾ/
adoradores	/aðoɾaðoɾes/
adorados	/aðoɾaðos/
adoramos	/aðoɾamos/
adoran	/aðoɾan/
adorando	/aðoɾando/
adorar	/aðoɾaɾ/
adorará	/aðoɾaˈɾa/
adorarán	/aðoɾaˈɾan/
adorarás	/aðoɾaˈɾas/
adoraré	/aðoɾaˈɾe/
adoraría	/aðoɾaˈɾia/
adorarían	/aðoɾaˈɾian/
adorarla	/aðoɾaɾla/
adorarlo	/aðoɾaɾlo/
adorarme	/aðoɾaɾme/
adoraron	/aðoɾaɾon/
adorarte	/aðoɾaɾte/
adoras	/aðoɾas/
adoré	/aðoˈɾe/
adore	/aðoɾe/
adoren	/aðoɾen/
adores	/aðoɾes/
adormece	/aðoɾmeθe/
adormecer	/aðoɾmeθeɾ/
adormecida	/aðoɾmeθiða/
adormecido	/aðoɾmeθiðo/
adormecimiento	/aðoɾmeθimjento/
adormilado	/aðoɾmilaðo/
adorna	/aðoɾna/
adornada	/aðoɾnaða/
adornadas	/aðoɾnaðas/
adornado	/aðoɾnaðo/
adornados	/aðoɾnaðos/
adornan	/aðoɾnan/
adornando	/aðoɾnando/
adornar	/aðoɾnaɾ/
adornarlo	/aðoɾnaɾlo/
adorno	/aðoɾno/
adornos	/aðoɾnos/
adoró	/aðoˈɾo/
adoro	/aðoɾo/
adosado	/aðosaðo/
adquiera	/aðkjeɾa/
adquiere	/aðkjeɾe/
adquieren	/aðkjeɾen/
adquieres	/aðkjeɾes/
adquirí	/aðkiˈɾi/
adquirida	/aðkiɾiða/
adquiridas	/aðkiɾiðas/
adquirido	/aðkiɾiðo/
adquiridos	/aðkiɾiðos/
adquiriendo	/aðkiɾjendo/
adquirieron	/aðkiɾjeɾon/
adquirimos	/aðkiɾimos/
adquirió	/aðkiˈɾjo/
adquirir	/aðkiɾiɾ/
adquiriste	/aðkiɾiste/
adquisición	/aðkisiˈθjon/
adquisiciones	/aðkisiθjones/
adquisitivo	/aðkisitiβo/
adrede	/aðɾeðe/
adrenalina	/aðɾenalina/
adrián	/aˈðɾjan/
adriático	/aˈðɾjatiko/
aduana	/aðwana/
aduanas	/aðwanas/
aduanero	/aðwaneɾo/
aduaneros	/aðwaneɾos/
adueña	/aðweɲa/
adueñado	/aðweɲaðo/
adueñarse	/aðweɲaɾse/
adueñó	/aðweˈɲo/
adula	/aðula/
adulación	/aðulaˈθjon/
adulaciones	/aðulaθjones/
adulador	/aðulaðoɾ/
aduladora	/aðulaðoɾa/
aduladores	/aðulaðoɾes/
adulando	/aðulando/
adular	/aðulaɾ/
adules	/aðules/
adulta	/aðulta/
adultas	/aðultas/
adúltera	/aˈðulteɾa/
adulterada	/aðulteɾaða/
adulterado	/aðulteɾaðo/
adulterar	/aðulteɾaɾ/
adulterio	/aðulteɾjo/
adúltero	/aˈðulteɾo/
